datetime,city,state,country,shape,duration,comments,latitude,longitude,region,us_region
19/08/1999 20:00,great falls,MT,US,oval,300,on august 19th. @ 20:00 hrs. we witnessed an unidientified craft.  It came to a complete stop for 10 seconds&#44 then proceded to climb st,47.5002778,-111.3,US,West
19/08/2000 1:27,san diego,CA,US,circle,240,FIRST SIGHTING OF OBJECT IT WAS TRAVELLING FROM SOUTH TO NORTH AT A STEADY SPEED.  IT WAS CIRCULAR GOLD IN COLOR WITH A FUZZINESS AROUN,32.7152778,-117.1563889,US,West
19/08/2000 16:00,sedona,AZ,US,sphere,5,silver sphere sighted in sedona,34.8697222,-111.7602778,US,Southwest
19/08/2000 23:00,lake havasu,AZ,US,other,109800,Black Tent,34.46735,-114.37574,US,Southwest
19/08/2001 13:00,normal,IL,US,sphere,10,Silver ball in sky....,40.5141667,-88.9905556,US,Midwest
19/08/2001 22:15,soldiers grove (rising sun),WI,US,light,2700,20-30 flying objects with lights of different colors all traveling to same spot&#44 slowing down and disappearing in same place.,43.3952778,-90.7741667,US,Midwest
19/08/2002 0:30,sunset beach,NC,US,rectangle,30,My wife and I were sitting on the deck looking out at the ocean when we saw 1 red rectangle appear in the sky.it was quickly joined by,33.8805556,-78.5125,US,Southeast
19/08/2002 5:45,wenona,IL,US,unknown,600,Bright lights In Central Illinois,41.0525,-89.0502778,US,Midwest
19/08/2003 1:00,council bluffs,IA,US,disk,900,it looked like it was gong slow because my car was movine same dorection but it was rilly moving along after I stoped,41.2619444,-95.8608333,US,Midwest
19/08/2003 2:00,new york city,NY,US,circle,30,Blue disc with fire trails moving toward the earth and vanishing.,40.7141667,-74.0063889,US,Northeast
19/08/2003 3:30,griffith,IN,US,triangle,300,dark grey unlit triangular craft hovering silently,41.5283333,-87.4236111,US,Midwest
19/08/2004 16:00,rosemount,MN,US,light,3600,Bright object in daytime sky&#44 MN,44.7394444,-93.1255556,US,Midwest
19/08/2004 16:30,saint paul,MN,US,teardrop,3600,Strange object in Metro sky,44.9444444,-93.0930556,US,Midwest
19/08/2004 17:00,st. louis park,MN,US,sphere,7200,A round&#44 white craft flew at about 60&#44000 ft. in the air for about 5 hours,44.9483333,-93.3477778,US,Midwest
19/08/2004 21:00,pittsburgh,PA,US,light,900,I saw faint&#44 white lights zipping around high in the sky during a cloudy night.,40.4405556,-79.9961111,US,Northeast
19/08/2004 22:00,ann arbor,MI,US,triangle,300,Triangular shaped object seen on Aug&#44 19&#44 2004 near Ann Arbor&#44 MI,42.2708333,-83.7263889,US,Midwest
19/08/2004 22:00,mule creek canyon (on the  rogue river),OR,US,fireball,10,Three very large lights at different times in the sky above the tree line.  Military jets flying in the area.,42.7165,-123.884529,US,West
19/08/2004 22:10,york,PA,US,unknown,5,orange sphere traveled by at  a high speed and disappeared.,39.9625,-76.7280556,US,Northeast
19/08/2004 22:30,east amherst,NY,US,disk,900,Saucer shaped disc floating above suburban neighborhood,43.0183333,-78.6969444,US,Northeast
19/08/2004 23:55,los angeles (250 mi north of&#44 on hwy 5),CA,US,triangle,30,Irratic flying object seen east of highway 5 near midnight.,34.0522222,-118.2427778,US,West
19/08/2005 8:55,smyrna,GA,US,rectangle,60,A very angular dark object in stark contrast against the morning sky,33.8838889,-84.5144444,US,Southeast
19/08/2005 19:45,centennial,CO,US,cigar,60,Bright Cigar-shaped Object in Centennial Sky Moves Slowly then Disappears,39.5791667,-104.8763889,US,West
19/08/2006 5:11,fargo,ND,US,light,20,Very bright object flares even brighter.  ((NUFORC Note:  Probable sighting or Iridium 54.  PD)),46.8772222,-96.7894444,US,Midwest
19/08/2006 5:13,fargo,ND,US,flash,20,Update on bright flare...,46.8772222,-96.7894444,US,Midwest
19/08/2006 22:00,desolation wilderness,CA,US,triangle,1200,3 green lights in triangular shape,38.949908,-120.184355,US,West
19/08/2006 22:00,fort collins,CO,US,circle,10,fort collins circle ufo bright then starlike dim moving south near concert downtown b52 concert,40.5852778,-105.0838889,US,West
19/08/2006 22:00,greenville (canada),AMERICA,CA,disk,10800,4 nights in  row...what do they want?,55.032217,-129.58121,America,AMERICA
19/08/2006 22:00,yakima,WA,US,triangle,15,The object was slightly dim with reddish and white lights&#44 It was stationary north for a few seconds and hovered slowly south towards Y,46.6022222,-120.5047222,US,West
19/08/2006 22:15,redlands,CA,US,circle,30,while sitting in our jaccuzzi my wife and i saw a light ...cirular in the direction north east in the constalation sepfus the king.....,34.0555556,-117.1816667,US,West
19/08/2006 22:35,eldon,MO,US,light,7,Extreme speeds and angles of an UFO,38.3483333,-92.5813889,US,Midwest
19/08/2006 23:00,buckhannon,WV,US,circle,7200,One floatint object overhead and 17 disk shaped objects going into it.,38.9938889,-80.2322222,US,Southeast
19/08/2007 20:30,birmingham,AL,US,disk,60,UFO Sighting over townhome community in Birmingham Alabama.  ((NUFORC Note:  We cannot certify that this is a serious report.  PD)),33.5205556,-86.8025,US,Southeast
19/08/2007 21:00,spanish springs,NV,US,light,180,Two lights moving across sky in tandem.,39.6491667,-119.7063889,US,West
19/08/2007 22:50,gibraltar,EUROPE,GI,other,30,Two star-like lights travelling in perfect line with eachother.   ((NUFORC Note:  ISS in formation with Space Shuttle??  PD)),36.140751,-5.353585,Europe,EUROPE
19/08/2008 5:10,sylacauga,AL,US,unknown,10,3 sets of burnt orange &quot;headlights&quot; moving as though in convoy,33.1730556,-86.2516667,US,Southeast
19/08/2008 21:51,colwynbay (uk/england),EUROPE,GB,light,120,I WAS GOING HOME AND NOTICED AN ORANGE LIGHT IN THE SKY TRAVELING TOWARDS ME THERE WAS NO SOUND AS IT PASSED OVERHEAD. I GRABBED MY,53.293182,-3.72764,Europe,EUROPE
19/08/2008 22:00,buchanan,MI,US,rectangle,300,Spotted a UFO with lights floating above treetops&#33,41.8272222,-86.3611111,US,Midwest
19/08/2009 22:00,albuquerque,NM,US,cigar,10800,Short cigar shaped object with rays of light eminating from one end; stayed in the sky for 2 hrs+.,35.0844444,-106.6505556,US,Southwest
19/08/2009 22:00,vale,OR,US,triangle,1800,In desert area of Malheur County observed 2 Triangular shaped craft&#44 each containing 3 red lights. One craft floated directly over us.,43.9822222,-117.2372222,US,West
19/08/2009 23:00,weeki wachee,FL,US,rectangle,600,Red&#44 blue and white flashing objest viewed over the Gulf of Mexico from Spring Hill Florida,28.5152778,-82.5730556,US,Southeast
19/08/2009 23:30,escondido,CA,US,unknown,2700,Blue lights over escondido,33.1191667,-117.0855556,US,West
19/08/2010 1:42,laguna beach,CA,US,fireball,3,Bright massive object falling in the sky,33.5422222,-117.7822222,US,West
19/08/2010 21:00,humboldt,KS,US,other,600,6 objects. 3 different shapes. flying in geometrical patterns.,37.8105556,-95.4366667,US,Midwest
19/08/2011 0:08,virginia beach,VA,US,oval,10,Blue oval object over ocean in front of a lightning storm move at a high rate of speed.,36.8527778,-75.9783333,US,Southeast
19/08/2011 0:44,maple valley,WA,US,other,5,Larger slower shooting star like object that I can confirm  a situation  to research&#33,47.4066667,-122.0375,US,West
19/08/2011 13:34,hialeah,FL,US,teardrop,25,Three black&#44 oblong objects in the vicinity of Hialeah east of the Palmetto Expressway,25.8572222,-80.2783333,US,Southeast
19/08/2011 18:00,moore,SC,US,disk,5,ufo beside plane traveling east in south caroline,34.8333333,-81.9922222,US,Southeast
19/08/2012 20:20,essex,VT,US,fireball,120,Fireball/Orb over Vermont 8/19/2012,44.490505,-73.111243,US,Northeast
19/08/2012 22:00,commack,NY,US,diamond,240,Yellowish/orange sphere.,40.8427778,-73.2933333,US,Northeast
19/08/2012 23:00,lake ariel,PA,US,formation,1200,Formation of very large silent red-orange elliptical lights over Lake Ariel PA 8/19/12,41.4538889,-75.3830556,US,Northeast
19/08/2013 21:00,chicago,IL,US,sphere,1800,That t i was looking S out my window at a full moon.  To the right and lower i seen a red object slowly pulsing.,41.85,-87.65,US,Midwest
19/08/2013 21:00,columbus (northwest part),OH,US,circle,30,Clear sky 9pm-Red Object traveling faster then any plane i ever eyewitnesses in the NE sky  35-40 secs. before &amp;quot; blinking out&amp;quot,39.9611111,-82.9988889,US,Midwest
19/08/2013 21:30,vancouver (canada),AMERICA,CA,light,60,Looked and moved like a satellite&#44 but disappeared.,49.25,-123.133333,America,AMERICA
19/08/2013 21:45,marysville,OH,US,light,120,In ENE Ohio night sky&#44 white/orange/red light dropped at a hooked angle within a split second&#44 white trail behind and disappeared.,40.2363889,-83.3672222,US,Midwest
20/08/1960 21:30,pittsburgh,PA,US,sphere,300,A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed.,40.4405556,-79.9961111,US,Northeast
20/08/1963 2:30,camas,WA,US,unknown,900,Prune Hill&#44 Camas&#44 Washington&#44 a rural area above the Columbia River and across the river from PDX--I was in bed in a daylight basement,45.5872222,-122.3983333,US,West
20/08/1964 13:00,los angeles (san fernando valley),CA,US,cross,300,Commercial looking airline&#44 pin wheeling in place.,34.0522222,-118.2427778,US,West
20/08/1964 22:45,st. petersburg,FL,US,unknown,2700,I saw very strange lites in the sky one night that seemed to hypnotise me for a half an hour.,27.7705556,-82.6794444,US,Southeast
20/08/1965 20:30,new york city (brooklyn),NY,US,cylinder,120,I was 10 years old.My mother and I walked the dog to the Parade Ground&#44 an annex of Prospect Park&#44 Brooklyn&#44 NY. We let the dog off,40.7141667,-74.0063889,US,Northeast
20/08/1965 22:00,rutland,MA,US,cigar,300,No longer a bright white&#44 but had turned to a radiant pulsating red hue.,42.3694444,-71.9486111,US,Northeast
20/08/1966 1:00,indianapolis,IN,US,light,1500,Red light in tree,39.7683333,-86.1580556,US,Midwest
20/08/1967 3:30,edgartown,MA,US,sphere,120,WHITE SPHERE STOPS OVER HOUSE,41.3888889,-70.5138889,US,Northeast
20/08/1974 23:45,delta,UT,US,disk,10,Three spectacular sightings. Two diamond shaped formations (4 each) about 30 seconds or a minute apart. An hour later 8 discs flying si,39.3522222,-112.5763889,US,West
20/08/1978 0:00,la mesa,CA,US,disk,1200,I saw a Yellow light in my room I thought it was Traffic light blinking Then I jump up and looked straight at it I remember everything,32.7677778,-117.0222222,US,West
20/08/1979 21:00,phoenix,AZ,US,disk,300,Mother and two children recall ufo experience,33.4483333,-112.0733333,US,Southwest
20/08/1983 18:00,peoria county,IL,US,cigar,60,In the summer of 1983&#44 while driving home from work in a rural setting&#44 I saw a huge reddish orange cigar shaped object that looked lik,40.6936111,-89.5888889,US,Midwest
20/08/1985 21:00,kelseyville,CA,US,light,1800,All craft were spotted in lake county&#44  california  in a span of about 20 years,38.9780556,-122.8383333,US,West
20/08/1987 2:00,port aransas,TX,US,triangle,180,Casa Grande&#44 Az,27.8336111,-97.0608333,US,Southeast
20/08/1993 2:00,goshen,OH,US,triangle,300,I was driving home from work east bound on rt.28 outside of Goshen OH when i caught sight of a group of helicopters flying in V formati,39.2333333,-84.1613889,US,Midwest
20/08/1993 12:30,bowling green,KY,US,disk,40,Disc shaped object over KY skies no lights or sounds and plainly visible that it wasn&#39t convensional aircraft.,36.9902778,-86.4436111,US,Southeast
20/08/1993 23:30,lancaster (saddleback butte park),CA,US,triangle,120,there was a meteor shower that we went to watch at the park. three triangle shaped craft passed by 500 - 1000 feet overhead,34.6980556,-118.1358333,US,West
20/08/1995 4:00,bowman,SC,US,triangle,300,At approximately 4 a.m. I wass sitting at at truck stop off Interstate 26 near Bowman South Carolina doing some paper work.  I noticed,33.3486111,-80.6830556,US,Southeast
20/08/1995 21:35,culver city,CA,US,unknown,300,Woman hears peculiar roaring sound&#44 goes outside and witnesses &quot;triangular craft&quot; fly overhead.,34.0211111,-118.3955556,US,West
20/08/1997 18:00,grand rapids,MI,US,diamond,120,diamond shape UFO hovering,42.9633333,-85.6680556,US,Midwest
20/08/1997 19:30,tucson,AZ,US,light,60,Erratic movement not found in conventional aircraft,32.2216667,-110.9258333,US,Southwest
20/08/1998 14:00,grande prairie (canada),AMERICA,CA,unknown,180,While flying my R/C plane I noticed a nearly invisible craft flying very high above my model.,55.166667,-118.8,America,AMERICA
20/08/1998 22:30,gobles,MI,US,disk,180,4 disks looked as if they were playing a game of &quot;chicken&quot; in the sky above a lake.,42.3608333,-85.8794444,US,Midwest
20/08/1998 22:30,illwaco,WA,US,light,180,Small white light grows to be huge&#44 then shrinks and zips off into space and disappears.,46.308989,-124.04321,US,West
20/08/1999 14:00,spokane,WA,US,sphere,1200,Bright Star-like object hovered/drifted/changed direction then disappeared.,47.6588889,-117.425,US,West
20/08/1999 21:30,granville,OH,US,disk,1200,hopping&#44 disk shaped opject that made no sound and had colored flashing lights that changed color.,40.0680556,-82.5197222,US,Midwest
20/08/1999 23:00,minneapolis,MN,US,sphere,180,Two bright Spherical shapes chasing each other at high speed,44.98,-93.2636111,US,Midwest
20/08/2000 8:00,bellevue (capehart),NE,US,teardrop,10,Black Tear Drop Shape over Offut Air Force Base.,41.1366667,-95.8905556,US,Midwest
20/08/2000 15:01,dickson city,PA,US,cylinder,1800,Multiple sighting report&#33,41.4713889,-75.6080556,US,Northeast
20/08/2000 22:00,pottstown,PA,US,disk,420,I observed a shiny&#44 transparent disc with multi-colored lights over power plant in Pottstown&#44 Pa.,40.2452778,-75.65,US,Northeast
20/08/2001 3:00,dean,TX,US,light,300,the object ziged and zaged out of sight into space,33.9502778,-98.3458333,US,Southeast
20/08/2001 4:30,brewster,MA,US,disk,8,a small red light on a disc that was about 3 feet in diameter quickly darting in my garden whirring faintly,41.76,-70.0833333,US,Northeast
20/08/2001 20:30,milwaukie,OR,US,formation,120,2 bright red lights blinking very fast one on top and one on botom&#44 the lights went on for about 20-30sec. then instantly lights stoped,45.4463889,-122.6380556,US,West
20/08/2001 22:30,mastic (long island),NY,US,circle,900,i was out one night having a catch with my friend when he had said he saw a shooting star i didnt think nothing of it until he kept say,40.8019444,-72.8413889,US,Northeast
20/08/2002 1:05,the pas (canada),AMERICA,CA,fireball,2,very bright green ball of light,53.816667,-101.233333,America,AMERICA
20/08/2002 2:00,toronto (canada),AMERICA,CA,rectangle,180,it was dark clear night&#44 I was at work watering golf course as i was putting sprinkler in ground I looked up where I was aiming I saw a,43.666667,-79.416667,America,AMERICA
20/08/2002 22:00,tiruvannamalai (india),ASIA,IN,circle,15,light in the sky &#33,12.225284,79.074696,Asia,ASIA
20/08/2002 23:59,milan,TN,US,light,3600,A large dull light the color of the sun when it sets with a brite red flashing light that rotated around it. The object hovered for one,35.9197222,-88.7588889,US,Southeast
20/08/2003 21:30,henderson,NC,US,formation,120,They were in a straight line with blinking lights,36.3294444,-78.3994444,US,Southeast
20/08/2003 22:00,johns creek,GA,US,triangle,600,UFO over North Atlanta Ga Town,34.028926,-84.198579,US,Southeast
20/08/2003 22:30,bellflower,CA,US,fireball,1800,red fireball in sky over lakewood california dripping tiney red dots,33.8816667,-118.1161111,US,West
20/08/2003 23:50,kaunas (lithuania),EUROPE,LT,other,5,It was double chair shaped&#44 smoothly flying&#44 obscure&#44 ~10 dots object.,54.898521,23.903597,Europe,EUROPE
20/08/2004 22:00,bethel island,CA,US,light,15,a light in the sky moving fast and disappering,38.015,-121.6394444,US,West
20/08/2005 18:45,seattle,WA,US,light,2700,White&#44 small lights seen in the clear day sky.  Objects seem 5 times in various locations over 45 minutes.,47.6063889,-122.3308333,US,West
20/08/2005 20:00,wakefield (uk/england),EUROPE,GB,disk,300,silver disc very high up in the sky west yorkshire england,53.7,-1.483333,Europe,EUROPE
20/08/2005 21:00,nazareth,PA,US,triangle,180,Massive Triangle UFO Making a LOT of SOUND that shakes the windows,40.7402778,-75.31,US,Northeast
20/08/2006 0:00,new york city (bronx),NY,US,circle,900,Three circular objects orbiting overhead and meeting at a point in their orbits.  Than a fourth circular object behaving the same way.,40.7141667,-74.0063889,US,Northeast
20/08/2006 4:00,hampton,MN,US,triangle,180,TRIANGULAR CRAFT HOVERING AT HAMPTON&#44 MINNESOTA - 04:00 AUGUST 2006,44.6102778,-93.0019444,US,Midwest
20/08/2006 16:34,tijuana (mexico),AMERICA,MX,cigar,3,it aperd for a 3 second period standing statik long silver object,32.514947,-117.038247,America,AMERICA
20/08/2006 21:30,bridgeport,CA,US,circle,35,Viewed small object of softball size hovering above me at fourteen feet,38.2558333,-119.2302778,US,West
20/08/2006 22:00,heber city,UT,US,diamond,600,They flew in together and then took their spots.,40.5069444,-111.4125,US,West
20/08/2006 23:30,new victoria (cape breton) (canada),AMERICA,CA,light,900,3 Lights chase a car in Cape Breton&#44 Nova Scotia.,46.256071,-60.124747,America,AMERICA
20/08/2007 4:50,kota (india),ASIA,IN,other,6,Fast moving star&#44 crossed whole sky just in 6 sec.,25.213816,75.864753,Asia,ASIA
20/08/2007 5:00,fernley,NV,US,circle,18000,((HOAX??))  UFO&#39S HOUVER OVER DESERT FLOOR AROUND ABOUT 10&#44000 FT.,39.6080556,-119.2508333,US,West
20/08/2007 10:15,ocala,FL,US,light,900,light was white round...it faded in and out about 6-8 times in 15min period..i signaled back with my 2 green neons on roof,29.1869444,-82.1402778,US,Southeast
20/08/2007 19:40,ardmore,OK,US,light,240,possable UFO,34.1741667,-97.1433333,US,Southeast
20/08/2007 22:30,hartsville,SC,US,light,600,Extremely bright UFO staionary then spirals away out of sight.,34.3738889,-80.0736111,US,Southeast
20/08/2008 1:30,mount pulaski,IL,US,disk,3600,Bright&#44 hovering disk over Mt. Pulaski&#44 Illinois,40.0108333,-89.2822222,US,Midwest
20/08/2008 21:50,stockbridge,MI,US,unknown,10,a point of light that looked like what might be a satellite traveling from north to south,42.4511111,-84.1805556,US,Midwest
20/08/2008 22:00,gatesville,TX,US,triangle,6,Silent slow moving wide triangular non illuminated object.,31.435,-97.7436111,US,Southeast
20/08/2010 19:00,middletown,CT,US,circle,2700,Large orange ball moving slowly and stopping in the sky.  ((NUFORC Note:  Possible sighting of Venus?  PD)),41.5622222,-72.6511111,US,Northeast
20/08/2011 1:00,prattesville,NY,US,triangle,3600,Too close to be a planet and too bright of flickering to be a star. Constellations dont react to one another. So what was it.,42.314722,-74.433056,US,Northeast
20/08/2011 18:00,fullerton,CA,US,disk,3600,Bright silver/white disc seen north of Fullerton&#44 California,33.8702778,-117.9244444,US,West
20/08/2011 19:30,delaware,OH,US,sphere,4,bright round ball of light go straight over then disappeared,40.2986111,-83.0680556,US,Midwest
20/08/2011 19:35,globe,AZ,US,sphere,5400,Saw 3-4 erratic white-yellow spheres moving vertical&#44 horizontal&#44 diagonal&#44 stopping&#44 spiraling at high speed,33.3941667,-110.7858333,US,Southwest
20/08/2011 19:35,globe/miami (between),AZ,US,light,5400,heard and saw 2 presumed military jets(white with red lights) chasing 4 very fast&#44 erractic in movement white-yellow lights,33.405637,-110.841381,US,Southwest
20/08/2011 20:55,mount vernon,OH,US,circle,90,3 orange glowing lights forming a large triangle,40.3933333,-82.4858333,US,Midwest
20/08/2011 21:00,chambersburg,PA,US,fireball,300,strange sightings,39.9375,-77.6613889,US,Northeast
20/08/2011 21:00,provo,UT,US,light,60,We saw a mysterious light in the night sky that we cannot explain.,40.2338889,-111.6577778,US,West
20/08/2011 21:15,kansas city,KS,US,formation,20,8-16-2011 I saw a rectangular object like a 2-story building on its side not moving and 8-20-2011 8 orbs not moving were together.,39.1141667,-94.6272222,US,Midwest
20/08/2011 21:30,lenoir city,TN,US,fireball,180,Two orange lights moving East to West with no sound. 21:30 August 20th 2011,35.7972222,-84.2561111,US,Southeast
20/08/2011 22:00,palermo,ME,US,light,420,Bright red object traveled slowly across the sky from the southwest to northeast and then disappeared.,44.4077778,-69.4744444,US,Northeast
20/08/2011 23:00,palm coast,FL,US,fireball,10,Family of three in  Palm Coast&#44 FL saw three fire balls after reviewing video on clear night,29.5847222,-81.2080556,US,Southeast
20/08/2012 21:08,moxee,WA,US,other,240,Object was high about 90&#44000 ft going south east  3 to 4 aircraft flew under it very bright   4xs brighter than Venus   its  light sorc,46.553733,-120.383162,US,West
20/08/2012 22:10,warrenton,OR,US,light,1200,Non-Moving flashing light dissapears suddenly into the sky,46.1652778,-123.9225,US,West
20/08/2013 19:22,farmington,MI,US,other,180,Nebulous Teardrop shaped object which emitted a single flash.,42.4644444,-83.3763889,US,Midwest
20/08/2013 20:30,madison,NH,US,light,240,Orange orb flew silently overhead&#44 flickered&#44 then went out; replace by black object.,43.8991667,-71.1488889,US,Northeast
20/08/2013 20:45,tacoma,WA,US,fireball,120,Red and orange fireball shaped craft moving south in a smooth fast manner.,47.2530556,-122.4430556,US,West
20/08/2013 21:00,boston,MA,US,light,120,Solid Non-Flashing Light,42.3583333,-71.0602778,US,Northeast
20/08/2013 21:06,marstons mills,MA,US,sphere,240,Bright white sphere above Cape Cod.  ((NUFORC Note:  Possible sightings of ISS??  PD)),41.6561111,-70.4166667,US,Northeast
21/08/1961 11:40,kelowna (canada),AMERICA,CA,changing,20,((HOAX??))  Reddish orange pulsating star.,49.9,-119.483333,America,AMERICA
21/08/1984 21:30,cedarburg,WI,US,rectangle,2700,Re occuring sightings in same location.&#44 up close and personal proof is waiting,43.2966667,-87.9875,US,Midwest
21/08/1988 20:00,neb.-mo. line (near &#44 i-29 southbound),MO,US,fireball,60,5 fireballs flying in formation,40.26136,-95.161705,US,Midwest
21/08/1995 20:35,tacoma,WA,US,unknown,1,Man witnesses &quot;blue-green object&quot; streaking from the eastern sky to the SE.,47.2530556,-122.4430556,US,West
21/08/1998 21:00,mt sterling,IL,US,light,1800,8/21-8/27  Approx. 50 lights in south sky moving up &amp; down&#44 &amp; side to side.,39.987271,-90.763463,US,Midwest
21/08/1999 2:00,renton,WA,US,cigar,480,saw object approx 100-200 yrds in length hover above Valley Medical Center. Object was orange/red glow.,47.4830556,-122.2158333,US,West
21/08/1999 2:45,gold bridge/lilleot (between) (canada),AMERICA,CA,light,15,Bright fire coloured object&#44 unusual tracking&#44 flaring,50.85,-122.85,America,AMERICA
21/08/1999 3:00,lake whitney,TX,US,triangle,10800,As My wife and I were delivering Newspapers throughout Rural Bosque County Texas&#44 We observed an unusual set of lights hovering in the,31.866944,-97.370833,US,Southeast
21/08/2000 21:20,camas,WA,US,sphere,240,A small light zigzaging and hovering then stopped and disappeared over southwest Washington.,45.5872222,-122.3983333,US,West
21/08/2001 4:00,ely (about 40-50 miles outside),MN,US,light,60,While canoeing at 3:30 AM we saw a blinking light in the sky similar to that of an aircraft. Suddenly it lit up &amp; sped away,47.9033333,-91.8669444,US,Midwest
21/08/2001 19:01,vista,CA,US,triangle,300,3 lights on each side on a triangle craft&#44 2 solid bright lighted craft,33.2,-117.2416667,US,West
21/08/2001 21:15,kingman,AZ,US,changing,30,While traveling southeast on US 93 from Kingman to Whickenburg&#44 AZ one bright lite appeared approx. 45 to 50 deg. above the horizon.  S,35.1894444,-114.0522222,US,Southwest
21/08/2002 5:00,madison,WI,US,triangle,300,delta wing object flew silently overhead,43.0730556,-89.4011111,US,Midwest
21/08/2002 22:05,knoxville,IL,US,chevron,7,I wonder if anyone will believe what I just saw&#33,40.9083333,-90.2847222,US,Midwest
21/08/2002 22:30,isle of palms,SC,US,light,30,Strange red lights over the ocean - Isle of Palms&#44 South Carolina,32.7866667,-79.795,US,Southeast
21/08/2004 22:00,frankfort,IL,US,triangle,2700,3 lights in a triangular formation in the north sky,41.4958333,-87.8486111,US,Midwest
21/08/2004 22:00,tinley park,IL,US,fireball,900,3 Bright Red objects spotted in the atmosphere moving  and blinking with NO SOUND&#33,41.5733333,-87.7844444,US,Midwest
21/08/2004 22:05,manchester,NH,US,light,1325,Four yellowish lights moving Zeppelin-like across the south Manchester&#44 NH skies&#44 disappearing after 45 minutes.,42.9955556,-71.4552778,US,Northeast
21/08/2004 22:20,tinley park,IL,US,light,2100,3 Red Lights in Tinley Park&#44 IL SSE Night Sky Hovering with 1 moving towards the others.,41.5733333,-87.7844444,US,Midwest
21/08/2004 22:30,utica,NY,US,triangle,45,triangle shape over utica ny aug 2004,43.1008333,-75.2330556,US,Northeast
21/08/2004 22:41,dunchurch (canada),AMERICA,CA,light,480,3 lights flying formation&#44 a 4th trailing&#44 then catching up and speeding away,45.65,-79.85,America,AMERICA
21/08/2004 22:50,matteson,IL,US,circle,600,Multiple red lights.,41.5038889,-87.7130556,US,Midwest
21/08/2004 23:00,tinley park,IL,US,light,1200,I saw a red blinking light for about 20 min.,41.5733333,-87.7844444,US,Midwest
21/08/2004 23:00,tinley park,IL,US,light,900,there were three red lights that started out in a horizontal line and slowly moved to a vertical line by Each light flashing then movin,41.5733333,-87.7844444,US,Midwest
21/08/2005 3:00,elizabethtown,KY,US,triangle,60,Took the dog to the bathroom around 3am. Was standing on the deck while the dog did its business. She started barking and looking behin,37.6938889,-85.8591667,US,Southeast
21/08/2006 22:00,lake forest,CA,US,oval,600,The craft appeared changed to red dissappeared reappeared  flew to the middle then vanished.,33.6469444,-117.6883333,US,West
21/08/2006 22:45,wyalusing,PA,US,triangle,600,Silent&#44 slow&#44 flying aircraft,41.6680556,-76.2622222,US,Northeast
21/08/2007 23:30,ewa beach,HI,US,fireball,3,Spherical high altitude explosion and flash of light over Ewa Beach,21.3155556,-158.0072222,US,West
21/08/2008 0:00,atlantic city,NJ,US,flash,10,I witnessed a very small rod with two flashing lights going off only a few inches from my head.,39.3641667,-74.4233333,US,Northeast
21/08/2008 4:00,st. paul,MN,US,light,600,large white bright light moving through night time sky,44.9444444,-93.0930556,US,Midwest
21/08/2008 23:50,mesquite,TX,US,sphere,420,Close call for aircraft on approach into Dallas.,32.7666667,-96.5988889,US,Southeast
21/08/2010 22:00,franklin square,NY,US,fireball,1200,multiple fireballs in sky over long island,40.7072222,-73.6763889,US,Northeast
21/08/2011 18:11,san diego,CA,US,circle,1200,UFO sphere chrome type in Otay Lakes in Eastlake San Diego,32.7152778,-117.1563889,US,West
21/08/2011 20:25,oakley,CA,US,triangle,900,My friend and I were driving south on Main St in Oakley CA it was 8:25pm and we saw two flying objects in the sky.,37.9975,-121.7113889,US,West
21/08/2011 20:30,temecula,CA,US,sphere,60,round orange sphere over the temecula valley,33.4936111,-117.1475,US,West
21/08/2011 20:34,discovery bay,CA,US,triangle,1800,Six bright lights in the sky off of HWY 4 were flying with no noise  in Discovery Bay camming from the west to east norht dissapears,37.9086111,-121.5991667,US,West
21/08/2012 14:30,na,ASIA,CN,oval,60,Looking out the plane window &amp; watched a group fly by,29.9,88.2,Asia,ASIA
21/08/2012 20:35,green bay,WI,US,triangle,600,30+ lights traveled low and silent over the city and a silent triangle shape with no belly strobe flew directly overhead.,44.5191667,-88.0197222,US,Midwest
21/08/2012 20:40,green bay,WI,US,formation,600,Observed 1 large unidentified craft and a series of 8 - 10 bright orange balls travelling evenly and slowly across the sky,44.5191667,-88.0197222,US,Midwest
21/08/2012 20:45,green bay,WI,US,unknown,1320,36 orange lights seen over Green Bay by seven in parking lot.  Objects heading south to north in the western sky.,44.5191667,-88.0197222,US,Midwest
21/08/2012 21:00,rensselaer,IN,US,unknown,1800,Three lights&#44 one of them blinking. Moves north&#44 then southeast&#44 east&#44 west&#44 and every which way.,40.9366667,-87.1508333,US,Midwest
21/08/2012 21:30,orem,UT,US,light,2,Green orb of light moving in low horizontal trajectory.,40.2969444,-111.6938889,US,West
21/08/2012 21:35,andover,KS,US,changing,1200,Uknown craft sighted in kansas&#44 changed shape and color.,37.7138889,-97.1361111,US,Midwest
21/08/2012 21:45,kennewick,WA,US,other,30,Long line of lights seen above Thompson Hill in Kennewick&#44 Washington,46.2113889,-119.1361111,US,West
21/08/2012 23:15,springdale,AR,US,light,600,Erratic lights.,36.1866667,-94.1286111,US,Southeast
21/08/2013 20:00,ciudad de panama (panama),AMERICA,PA,sphere,120,Orange sphere seen over Panama City&#44 Panama (Canal Zone) 20 hs local time 2 witness,8.983333,-79.516667,America,AMERICA
